num_planets,solid_mass,mass_efficiency
12.0,6.705383245061635,51.57987111585873
8.0,2.7253199289674406,143.43789099828635
12.0,10.749994892678423,136.0758847174484
23.0,6.397113812643753,639.7113812643753
10.0,2.953129893085823,70.31261650204341
16.0,4.22381343672809,124.22980696259087
15.0,2.265726570170325,113.28632850851625
15.0,3.738926490032162,128.92849965628145
9.0,3.8276003031488295,86.99091598065522
9.0,12.15302957732684,110.48208706660765
10.0,6.292921252089037,202.99745974480766
10.0,7.751707060570811,215.325196126967
8.0,0.4874789422516918,18.74919008660353
9.0,10.258344379077958,146.5477768439708
12.0,16.782660703316647,79.91743192055547
15.0,19.225523631113433,739.4432165812859
12.0,5.97850506453461,77.6429229160339
7.0,0.6661411738503746,92.5196074792187
13.0,2.4098047841915275,96.3921913676611
10.0,6.3918208669462615,110.2038080507976
4.0,0.27564279625550664,34.029974846358854
18.0,2.018205371250482,183.47321556822564
11.0,4.233876096309252,211.69380481546258
10.0,0.980547507345088,75.42673133423754
11.0,6.7511003815137585,96.44429116448225
9.0,113.00111683443635,1345.251390886147
14.0,12.303031137703908,361.85385699129137
11.0,4.4831947723204655,179.3277908928186
18.0,4.4455025892577185,233.97382048724833
16.0,3.8599287035014456,160.83036264589356
10.0,5.735928091032016,197.7906238286902
12.0,14.968792368942799,99.79194912628533
10.0,10.221005906398128,102.21005906398128
7.0,0.4601223375544109,38.34352812953424
13.0,15.31702075570966,437.62916444884735
17.0,5.379864766829454,179.32882556098178
12.0,0.9568894586911587,101.79675092459135
24.0,3.9231842242229322,261.54561494819546
15.0,4.6521601621195545,202.2678331356328
12.0,8.254665339431078,434.45607049637255
14.0,2.8339991223480023,292.16485797402083
11.0,16.562167842145286,165.62167842145286
2.0,0.1152004430013131,13.55299329427213
9.0,6.177570808066423,104.7045899672275
12.0,6.8081730053063065,425.51081283164416
13.0,2.956231709074552,140.7729385273596
13.0,1.172502682774425,73.28141767340156
19.0,2.345809672838582,106.62771240175374
14.0,4.541115108672032,174.65827341046278
19.0,4.943125589819725,260.164504727354
12.0,2.3887413833714053,113.74958968435263
14.0,8.463980182648864,445.4726411920455
13.0,12.067122540011827,268.1582786669295
15.0,12.353285706814303,228.76455012619078
9.0,4.901028321263172,163.3676107087724
19.0,6.598820461442091,235.67215933721752
15.0,3.3503560867353452,134.0142434694138
10.0,5.486153972083534,219.44615888334135
14.0,4.920367991071143,213.9290430900497
9.0,0.6906986887212188,113.22929323298668
15.0,1.3424990280328306,63.928525144420504
2.0,0.11969842002329381,3.4199548578083943
10.0,8.522530186920836,284.08433956402786
8.0,3.2417500872029006,54.94491673225256
9.0,5.477229187955788,210.66266107522264
12.0,9.363732873501496,173.40246062039807
1.0,0.06680419929177003,7.422688810196672
12.0,7.965269460929994,99.56586826162493
16.0,4.002392663979329,148.23676533256773
13.0,1.8538349972465,154.48624977054166
3.0,0.18294112782047411,22.58532442228076
18.0,8.494698256339205,207.18776234973672
10.0,2.0206116685393405,91.84598493360639
